crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
09/26/2021 10:30:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22,1,9
01/24/2024 08:12:00 PM,STOP SIGN/FLASHER,RAIN,DARKNESS,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,20,4,1
12/11/2018 07:30:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",ROAD CONSTRUCTION/MAINTENANCE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,7,3,12
01/07/2020 01:00:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,13,3,1
10/08/2016 10:30:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,10,7,10
03/20/2016 12:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,12,1,3
06/15/2019 09:00:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,9,7,6
10/24/2019 04:20:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16,5,10
02/17/2022 04:20:00 PM,TRAFFIC SIGNAL,SNOW,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,16,5,2
05/28/2022 07:40:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,7,7,5
11/19/2020 12:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,12,5,11
06/25/2022 01:00:00 PM,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13,7,6
01/09/2021 08:00:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,DISREGARDING STOP SIGN,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,8,7,1
07/27/2021 07:25:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,0.0,19,3,7
02/26/2024 03:13:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,4,INCAPACITATING INJURY,3.0,0.0,1.0,2.0,0.0,1.0,15,2,2
01/11/2022 07:00:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,19,3,1
08/22/2023 06:27:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,18,3,8
07/11/2023 02:10:00 PM,TRAFFIC SIGNAL,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14,3,7
04/30/2024 01:45:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13,3,4
05/17/2023 03:30:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,15,4,5
11/11/2019 09:50:00 AM,TRAFFIC SIGNAL,SNOW,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",WEATHER,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,9,2,11
02/06/2019 08:00:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,1.0,8,4,2
05/05/2017 01:00:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,13,6,5
09/13/2018 10:30:00 AM,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,10,5,9
11/28/2023 08:43:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,8,3,11
06/25/2016 09:45:00 PM,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,21,7,6
07/31/2019 02:34:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14,4,7
08/29/2020 02:05:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,14,7,8
11/26/2018 08:30:00 AM,NO CONTROLS,SNOW,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,8,2,11
12/21/2017 06:21:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18,5,12
07/20/2018 03:15:00 PM,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),"CURVE, LEVEL",DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,15,6,7
09/02/2022 05:10:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17,6,9
11/16/2023 08:00:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,20,5,11
04/08/2024 04:15:00 PM,STOP SIGN/FLASHER,UNKNOWN,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16,2,4
09/16/2016 05:38:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17,6,9
08/27/2021 11:15:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,6,8
02/11/2023 07:30:00 PM,TRAFFIC SIGNAL,CLEAR,DUSK,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,19,7,2
01/05/2021 11:23:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,11,3,1
12/21/2020 03:42:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,15,2,12
05/23/2023 04:14:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FIXED OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER LANE USAGE,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,16,3,5
02/01/2021 08:15:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,20,2,2
04/04/2022 10:06:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,"FIVE POINT, OR MORE",STRAIGHT ON GRADE,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,IMPROPER BACKING,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,10,2,4
11/17/2017 08:59:00 PM,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,20,6,11
05/04/2021 11:30:00 AM,STOP SIGN/FLASHER,RAIN,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,3,5
03/10/2024 09:26:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,9,1,3
04/09/2018 08:23:00 AM,STOP SIGN/FLASHER,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,8,2,4
05/06/2022 10:15:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,22,6,5
07/16/2024 06:37:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18,3,7
05/15/2017 08:07:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,8,2,5
01/22/2023 03:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,15,1,1
03/07/2020 01:40:00 AM,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,1,7,3
05/31/2018 07:50:00 AM,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,7,5,5
08/18/2023 09:05:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,9,6,8
06/02/2024 08:28:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,0.0,8,1,6
09/11/2022 10:30:00 AM,TRAFFIC SIGNAL,RAIN,DAYLIGHT,REAR END,FOUR WAY,"CURVE, LEVEL",WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,10,1,9
07/01/2024 10:27:00 PM,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,22,2,7
05/01/2019 08:14:00 AM,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,8,4,5
11/02/2019 05:35:00 PM,NO CONTROLS,CLEAR,DUSK,REAR END,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",NOT APPLICABLE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17,7,11
05/18/2023 10:00:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,UNKNOWN INTERSECTION TYPE,"CURVE, LEVEL",DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,10,5,5
08/25/2022 01:30:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13,5,8
10/03/2020 09:45:00 PM,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,21,7,10
08/05/2024 12:28:00 AM,STOP SIGN/FLASHER,CLEAR,DAWN,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0,2,8
06/27/2020 12:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,12,7,6
06/07/2023 05:26:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,17,4,6
08/27/2020 12:20:00 AM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0,5,8
06/17/2024 11:00:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,2,6
06/17/2023 10:05:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22,7,6
06/09/2018 02:15:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,14,7,6
12/27/2023 07:31:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,19,4,12
07/08/2023 12:24:00 AM,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,4.0,0,7,7
12/23/2018 10:00:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22,1,12
11/26/2022 03:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,15,7,11
